name,body_part,equipment,gif_url,target,secondary_muscles,instructions,exercise_id
cable pulldown,back,cable,https://v2.exercisedb.io/image/qiX60CEC0apDm8,lats,"{biceps,forearms}","{""Adjust the cable pulldown machine so that the seat is at a comfortable height and the knee pad is secured."",""Sit on the seat with your back straight and your feet flat on the ground."",""Grasp the cable bar with an overhand grip, slightly wider than shoulder-width apart."",""Lean back slightly and engage your core."",""Pull the cable bar down towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the bottom of the movement, then slowly release the bar back to the starting position."",""Repeat for the desired number of repetitions.""}",198
cable pulldown (pro lat bar),back,cable,https://v2.exercisedb.io/image/0DiW9BXnFS4srf,lats,"{biceps,forearms}","{""Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor."",""Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart."",""Sit down and lean back slightly, keeping your chest up and your back straight."",""Pull the bar down towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position."",""Repeat for the desired number of repetitions.""}",197
cable pulldown bicep curl,upper arms,cable,https://v2.exercisedb.io/image/HJlUb334G0aoB4,biceps,{forearms},"{""Attach a straight bar to the cable machine at the highest setting."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the bar with an underhand grip, hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary."",""Exhale and slowly curl the bar down towards your thighs, keeping your wrists straight."",""Pause for a moment at the bottom of the movement, squeezing your biceps."",""Inhale and slowly return the bar to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1638
cable pushdown,upper arms,cable,https://v2.exercisedb.io/image/3O5lcy8yHLss-C,triceps,{forearms},"{""Attach a straight bar to a high pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees."",""Grasp the bar with an overhand grip, hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary."",""Exhale and push the bar down until your elbows are fully extended."",""Pause for a moment, then inhale and slowly return the bar to the starting position."",""Repeat for the desired number of repetitions.""}",201
cable pushdown (straight arm) v. 2,back,cable,https://v2.exercisedb.io/image/P-0ciXT443Ll9I,lats,"{triceps,shoulders}","{""Attach a straight bar to a high pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees."",""Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down."",""Engage your core and keep your back straight as you exhale and push the bar down towards your thighs."",""Pause for a moment at the bottom, then slowly return the bar to the starting position while inhaling."",""Repeat for the desired number of repetitions.""}",199
cable pushdown (with rope attachment),upper arms,cable,https://v2.exercisedb.io/image/f2JFTr4MSUjuZE,triceps,{forearms},"{""Attach a rope attachment to a high pulley on a cable machine."",""Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees."",""Grasp the rope with an overhand grip, palms facing each other."",""Keep your elbows close to your sides and your upper arms stationary throughout the exercise."",""Exhale and push the rope downward by extending your elbows until your arms are fully extended."",""Pause for a moment, then inhale and slowly return to the starting position by allowing your elbows to flex."",""Repeat for the desired number of repetitions.""}",200
cable rear delt row (stirrups),shoulders,cable,https://v2.exercisedb.io/image/WmopztmcacUsvv,delts,"{trapezius,rhomboids,biceps}","{""Attach a stirrup handle to a low cable pulley and stand facing the machine."",""Grasp the handle with your left hand and take a step back with your right foot, positioning your body at a slight angle."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged."",""With your left arm extended and your palm facing down, pull the handle towards your chest by retracting your shoulder blade."",""Pause for a moment at the top of the movement, squeezing your shoulder blade."",""Slowly release the handle back to the starting position and repeat for the desired number of repetitions."",""Switch sides and repeat the exercise with your right arm.""}",202
cable rear delt row (with rope),shoulders,cable,https://v2.exercisedb.io/image/7zVeLm09KjcMRy,delts,"{trapezius,rhomboids,biceps}","{""Attach a rope handle to a low pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the rope handle with an overhand grip, palms facing each other."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Keep your elbows slightly bent and pull the rope towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the top of the movement, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",203
cable rear drive,upper arms,cable,https://v2.exercisedb.io/image/de5Dlxw4u38HSo,triceps,"{shoulders,back}","{""Attach a handle to a low pulley cable machine and stand facing away from the machine."",""Grasp the handle with an overhand grip and extend your arms straight out in front of you."",""Keeping your elbows stationary, pull the handle back towards your body, squeezing your triceps at the end of the movement."",""Slowly return the handle to the starting position and repeat for the desired number of repetitions.""}",204
cable side bend,waist,cable,https://v2.exercisedb.io/image/LI6os5TRFUJHO7,abs,{obliques},"{""Stand with your feet shoulder-width apart and grasp the cable handle with one hand."",""Keep your back straight and your core engaged."",""Slowly bend sideways at the waist, lowering the cable handle towards your knee."",""Pause for a moment, then return to the starting position."",""Repeat on the other side."",""Alternate sides for the desired number of repetitions.""}",222
cable rear pulldown,back,cable,https://v2.exercisedb.io/image/LaFn4AcGgvaXAX,lats,"{biceps,rhomboids,""rear deltoids""}","{""Adjust the cable machine so that the pulley is at the highest position."",""Sit facing the machine with your feet flat on the ground and your knees slightly bent."",""Grasp the cable attachment with an overhand grip, hands slightly wider than shoulder-width apart."",""Lean back slightly, keeping your back straight and your chest up."",""Pull the cable attachment down towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the bottom of the movement, then slowly release the cable back up to the starting position."",""Repeat for the desired number of repetitions.""}",205
cable reverse crunch,waist,cable,https://v2.exercisedb.io/image/8wyL9und2tdpAs,abs,"{""hip flexors""}","{""Attach a cable to a low pulley and lie down facing up on a mat."",""Hold the cable with both hands and extend your arms straight up towards the ceiling."",""Bend your knees and lift your legs up, bringing your thighs towards your chest."",""While keeping your upper body stable, curl your pelvis up towards your chest, lifting your hips off the mat."",""Pause for a moment at the top, then slowly lower your hips back down to the starting position."",""Repeat for the desired number of repetitions.""}",873
cable reverse curl,upper arms,cable,https://v2.exercisedb.io/image/5ifQ8fXo2NFNgT,biceps,{forearms},"{""Attach a straight bar to a low pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart and your knees slightly bent."",""Grasp the bar with an underhand grip, hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary throughout the exercise."",""Exhale and curl the bar up towards your shoulders, contracting your biceps."",""Pause for a moment at the top, squeezing your biceps."",""Inhale and slowly lower the bar back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",206
cable reverse grip triceps pushdown (sz-bar) (with arm blaster),upper arms,cable,https://v2.exercisedb.io/image/MOPpDsne3VaqoQ,triceps,{forearms},"{""Attach a straight bar to the cable machine at the highest setting."",""Stand facing the cable machine with your feet shoulder-width apart."",""Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary throughout the exercise."",""Engage your triceps and slowly push the bar down until your arms are fully extended."",""Pause for a moment at the bottom, then slowly return the bar to the starting position."",""Repeat for the desired number of repetitions.""}",2406
cable reverse one arm curl,upper arms,cable,https://v2.exercisedb.io/image/6UdlQKRsZEML6m,biceps,{forearms},"{""Stand facing a cable machine with your feet shoulder-width apart."",""Grasp the cable handle with an underhand grip, palm facing down."",""Keep your elbow close to your side and slowly curl your forearm up towards your shoulder."",""Pause for a moment at the top, then slowly lower your forearm back down to the starting position."",""Repeat for the desired number of repetitions.""}",1413
cable reverse preacher curl,upper arms,cable,https://v2.exercisedb.io/image/at9kh96hf43MBZ,biceps,{forearms},"{""Adjust the cable machine so that the preacher curl pad is at chest height."",""Sit on the preacher curl bench and place your upper arms on the pad, with your palms facing down and your elbows fully extended."",""Grab the cable handles with an underhand grip, shoulder-width apart."",""Keeping your upper arms stationary, exhale and curl the handles towards your shoulders, contracting your biceps."",""Pause for a moment at the top of the movement, squeezing your biceps."",""Inhale and slowly lower the handles back to the starting position, fully extending your elbows."",""Repeat for the desired number of repetitions.""}",209
cable reverse wrist curl,lower arms,cable,https://v2.exercisedb.io/image/SRlP-FBUTHbVj4,forearms,"{forearms,wrists}","{""Attach a cable to a low pulley and sit on a bench facing the cable machine."",""Grasp the cable handle with an overhand grip, palms facing down."",""Rest your forearms on your thighs, with your wrists hanging off the edge."",""Keeping your forearms stationary, exhale and curl your wrists upward as far as possible."",""Pause for a moment at the top, then inhale and slowly lower your wrists back down to the starting position."",""Repeat for the desired number of repetitions.""}",210
cable reverse-grip pushdown,upper arms,cable,https://v2.exercisedb.io/image/LiVKJddMCX9vdK,triceps,{forearms},"{""Attach a straight bar to a high pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary throughout the exercise."",""Using your triceps, push the bar down until your arms are fully extended and your triceps are contracted."",""Pause for a moment, then slowly return the bar to the starting position."",""Repeat for the desired number of repetitions.""}",207
cable reverse-grip straight back seated high row,back,cable,https://v2.exercisedb.io/image/Hmb045jHxLeAGx,upper back,"{biceps,forearms}","{""Sit on the seat facing the cable machine with your feet flat on the floor."",""Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart."",""Keep your back straight and lean slightly forward from your hips."",""Pull the cable towards your torso by retracting your shoulder blades and squeezing your back muscles."",""Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position."",""Repeat for the desired number of repetitions.""}",208
cable rope crossover seated row,back,cable,https://v2.exercisedb.io/image/LOiUUSgKUED8CU,upper back,"{biceps,forearms}","{""Sit on the rowing machine with your feet flat on the footrests and your knees slightly bent."",""Grasp the cable ropes with an overhand grip, palms facing each other."",""Lean back slightly, keeping your back straight and your core engaged."",""Pull the cable ropes towards your chest, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",1320
cable side bend crunch (bosu ball),waist,cable,https://v2.exercisedb.io/image/JMkw1kaWYjIlMq,abs,{obliques},"{""Stand with your feet shoulder-width apart, holding a cable handle in one hand."",""Place the other hand on your hip."",""Engage your core and slowly bend sideways towards the hand holding the cable, keeping your back straight."",""Pause for a moment at the bottom of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",221
cable rope elevated seated row,back,cable,https://v2.exercisedb.io/image/TUnkDQKeVGe9Hh,upper back,"{biceps,forearms}","{""Sit on the elevated seat facing the cable machine."",""Grab the cable rope handles with an overhand grip, palms facing each other."",""Keep your back straight and lean slightly back, maintaining a slight bend in your knees."",""Pull the cable towards your body by retracting your shoulder blades and squeezing your back muscles."",""Pause for a moment at the fully contracted position."",""Slowly release the tension and extend your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",1321
cable rope extension incline bench row,back,cable,https://v2.exercisedb.io/image/6Is5FSSGnkVFT4,upper back,"{biceps,shoulders}","{""Set up an incline bench at a 45-degree angle and attach a cable machine to the low pulley."",""Attach a rope handle to the cable machine and sit on the incline bench facing the machine."",""Grab the rope handle with an overhand grip and lean forward, keeping your back straight."",""Extend your arms fully, pulling the rope towards your upper chest while keeping your elbows close to your body."",""Squeeze your shoulder blades together at the end of the movement."",""Slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",1322
cable rope hammer preacher curl,upper arms,cable,https://v2.exercisedb.io/image/1IGOYDTO9l3X8o,biceps,{forearms},"{""Attach a rope attachment to a low pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the rope with a neutral grip (palms facing each other)."",""Position your upper arms against the preacher bench pad, keeping your elbows slightly bent."",""Keeping your upper arms stationary, exhale and curl the rope towards your shoulders by contracting your biceps."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly lower the rope back to the starting position."",""Repeat for the desired number of repetitions.""}",1639
cable rope high pulley overhead tricep extension,upper arms,cable,https://v2.exercisedb.io/image/YfrMwqUinIutnX,triceps,{shoulders},"{""Attach a rope to a high pulley and adjust the weight accordingly."",""Stand facing away from the pulley machine with your feet shoulder-width apart."",""Grasp the rope with both hands, palms facing down, and bring your hands above your head."",""Keep your upper arms close to your head and perpendicular to the floor."",""Slowly lower the rope behind your head by bending your elbows."",""Pause for a moment, then extend your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",1724
cable rope incline tricep extension,upper arms,cable,https://v2.exercisedb.io/image/Ub7F0QgFnHFnVB,triceps,{shoulders},"{""Attach a rope to a high pulley and adjust the incline bench to a comfortable angle."",""Stand facing away from the pulley with your feet shoulder-width apart."",""Grasp the rope with an overhand grip and extend your arms straight overhead."",""Keep your elbows close to your head and your upper arms stationary throughout the exercise."",""Lower the rope behind your head by bending your elbows until your forearms touch your biceps."",""Pause for a moment, then extend your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",1725
cable rope lying on floor tricep extension,upper arms,cable,https://v2.exercisedb.io/image/ycPACLUwDoN0Ih,triceps,{shoulders},"{""Attach a rope to a cable machine and set it to the lowest position."",""Lie on the floor facing up, with your head towards the cable machine."",""Hold the rope with both hands, palms facing each other, and extend your arms straight up towards the ceiling."",""Keep your upper arms stationary and slowly lower the rope towards your forehead, bending your elbows."",""Pause for a moment, then extend your arms back up to the starting position."",""Repeat for the desired number of repetitions.""}",1726
cable rope one arm hammer preacher curl,upper arms,cable,https://v2.exercisedb.io/image/0Su38NwxZPDdaD,biceps,{forearms},"{""Attach a rope handle to a low pulley cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the rope handle with an underhand grip, palms facing up."",""Position your upper arm against the preacher bench pad, keeping your elbow slightly bent."",""Keep your back straight and your core engaged throughout the exercise."",""Slowly curl the rope handle towards your shoulder, keeping your upper arm stationary."",""Squeeze your biceps at the top of the movement, then slowly lower the rope handle back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",1640
cable rope seated row,back,cable,https://v2.exercisedb.io/image/6p0NWaZ0vEMmyf,upper back,"{biceps,forearms}","{""Sit on the rowing machine with your feet flat on the footrests and knees slightly bent."",""Grasp the cable ropes with an overhand grip, palms facing each other."",""Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows."",""Pull the cable ropes towards your body, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",1323
cable russian twists (on stability ball),waist,cable,https://v2.exercisedb.io/image/T8jt8JkrboC1SC,abs,"{obliques,""lower back""}","{""Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle."",""Hold the cable handle with both hands and extend your arms straight out in front of you."",""Lean back slightly while keeping your back straight and your core engaged."",""Twist your torso to the right, bringing the cable handle towards your right hip."",""Pause for a moment, then twist your torso to the left, bringing the cable handle towards your left hip."",""Continue alternating twists for the desired number of repetitions.""}",211
cable seated chest press,chest,cable,https://v2.exercisedb.io/image/70qit-oNReGedZ,pectorals,"{shoulders,triceps}","{""Adjust the seat height and cable handles to a comfortable position."",""Sit on the bench with your back straight and feet flat on the floor."",""Grasp the cable handles with an overhand grip at shoulder height."",""Push the handles forward and away from your body, extending your arms fully."",""Pause for a moment, then slowly bring the handles back to the starting position."",""Repeat for the desired number of repetitions.""}",2144
cable seated crunch,waist,cable,https://v2.exercisedb.io/image/zpqx2QfjRIaMla,abs,{obliques},"{""Sit on a cable machine with your feet flat on the ground and your knees bent."",""Hold the cable handle with both hands and position it behind your head."",""Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees."",""Pause for a moment at the top, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",212
cable seated curl,upper arms,cable,https://v2.exercisedb.io/image/gUnl0StDCqzrYv,biceps,{forearms},"{""Sit on a cable machine with your feet flat on the ground and your back straight."",""Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended."",""Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps."",""Pause for a moment at the top of the movement, squeezing your biceps."",""Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1641
cable seated high row (v-bar),back,cable,https://v2.exercisedb.io/image/LHf3USWRmLm10B,lats,"{biceps,rhomboids,""rear deltoids""}","{""Sit on the cable machine with your feet flat on the floor and your knees slightly bent."",""Grasp the v-bar attachment with an overhand grip, palms facing each other, and your hands shoulder-width apart."",""Keep your back straight and lean slightly forward from the hips."",""Pull the v-bar towards your torso by retracting your shoulder blades and squeezing your back muscles."",""Pause for a moment at the peak of the contraction, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",213
cable seated one arm alternate row,back,cable,https://v2.exercisedb.io/image/0iNQhioEd7SaAj,upper back,"{biceps,forearms}","{""Sit on a bench facing a cable machine with your feet flat on the ground and knees slightly bent."",""Grasp the handle with one hand and keep your arm fully extended in front of you."",""Pull the handle towards your body, retracting your shoulder blade and keeping your elbow close to your side."",""Pause for a moment at the top of the movement, squeezing your back muscles."",""Slowly release the handle back to the starting position."",""Repeat with the other arm."",""Alternate between arms for the desired number of repetitions.""}",214
cable seated one arm concentration curl,upper arms,cable,https://v2.exercisedb.io/image/4A4Yo4dziGdo9L,biceps,{forearms},"{""Sit on a bench with your feet flat on the floor and your back straight."",""Hold a cable handle with one hand and place your elbow on the inside of your thigh, just above the knee."",""Keep your upper arm stationary and curl the cable handle towards your shoulder while exhaling."",""Pause for a moment at the top of the movement, squeezing your biceps."",""Slowly lower the cable handle back to the starting position while inhaling."",""Repeat for the desired number of repetitions, then switch arms.""}",1642
cable seated overhead curl,upper arms,cable,https://v2.exercisedb.io/image/yQLrmB5a2yakjA,biceps,"{forearms,shoulders}","{""Sit on a bench facing the cable machine with your feet flat on the ground."",""Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart."",""Keep your upper arms stationary and your elbows close to your sides."",""Exhale and curl the cable attachment towards your shoulders, contracting your biceps."",""Pause for a moment at the top of the movement, squeezing your biceps."",""Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1643
cable seated rear lateral raise,shoulders,cable,https://v2.exercisedb.io/image/qBDPEoyZfIHhwm,delts,"{traps,rhomboids}","{""Sit on a bench facing the cable machine with your feet flat on the ground."",""Grasp the cable handles with an overhand grip and extend your arms straight in front of you."",""Keeping your arms straight, slowly raise them out to the sides until they are parallel to the floor."",""Pause for a moment at the top, then slowly lower your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",215
cable seated row,back,cable,https://v2.exercisedb.io/image/cfa8Vfi4t2ykel,upper back,"{biceps,forearms}","{""Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent."",""Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed."",""Pull the handles towards your body, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position."",""Repeat for the desired number of repetitions.""}",861
cable seated shoulder internal rotation,shoulders,cable,https://v2.exercisedb.io/image/efswxY9zhEgfhG,delts,"{""rotator cuff"",triceps}","{""Sit on a bench or chair facing the cable machine with your feet flat on the ground."",""Hold the cable handle with your arm extended straight out in front of you, parallel to the ground."",""Keep your elbow slightly bent and your shoulder blades pulled back and down."",""Slowly rotate your arm inward, bringing the cable handle towards the center of your body."",""Pause for a moment at the end of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",216
cable seated twist,waist,cable,https://v2.exercisedb.io/image/gUeadEj5BQjoMq,abs,{obliques},"{""Sit on a cable machine with your feet flat on the ground and your knees slightly bent."",""Hold the cable handle with both hands and extend your arms straight in front of you."",""Keeping your core engaged, slowly rotate your torso to one side, pulling the cable across your body."",""Pause for a moment at the end of the range of motion, then slowly rotate back to the starting position."",""Repeat on the other side."",""Continue alternating sides for the desired number of repetitions.""}",2399
cable seated wide-grip row,back,cable,https://v2.exercisedb.io/image/dsnZZ5Ztqj7IVa,upper back,"{biceps,forearms}","{""Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent."",""Grasp the handle with a wide overhand grip, palms facing down."",""Keep your back straight and lean slightly forward from the hips."",""Pull the handle towards your lower chest, squeezing your shoulder blades together."",""Pause for a moment at the peak of the contraction."",""Slowly release the handle back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",218
cable shoulder press,shoulders,cable,https://v2.exercisedb.io/image/e5unvXZWZtP0PV,delts,"{triceps,""upper back""}","{""Adjust the cable machine so that the handles are at shoulder height."",""Stand facing away from the machine with your feet shoulder-width apart."",""Grasp the handles with an overhand grip and bring them up to shoulder level, with your elbows bent and pointing outwards."",""Press the handles upwards until your arms are fully extended overhead."",""Pause for a moment at the top, then slowly lower the handles back down to shoulder level."",""Repeat for the desired number of repetitions.""}",219
cable side crunch,waist,cable,https://v2.exercisedb.io/image/QJX-CRVav39-i2,abs,{obliques},"{""Attach a cable handle to a low pulley and stand sideways to the machine."",""Grasp the handle with the hand furthest from the machine and place your other hand on your hip."",""Keep your feet shoulder-width apart and your knees slightly bent."",""With your abs engaged, bend sideways at the waist, bringing your elbow down towards your hip."",""Pause for a moment at the bottom, then slowly return to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",223
cable squat row (with rope attachment),back,cable,https://v2.exercisedb.io/image/EalAktsFFrd3-u,lats,"{biceps,rhomboids,""rear deltoids""}","{""Attach a rope to a cable machine at waist height."",""Stand facing the cable machine with your feet shoulder-width apart."",""Bend your knees and lower your body into a squat position, keeping your back straight and chest up."",""Grasp the rope with an overhand grip, with your hands shoulder-width apart."",""Engage your core and pull the rope towards your body, squeezing your shoulder blades together."",""Keep your elbows close to your body and continue pulling until your hands reach your chest."",""Pause for a moment at the top of the movement, then slowly release the rope and extend your arms back to the starting position."",""Repeat for the desired number of repetitions.""}",1717
cable squatting curl,upper arms,cable,https://v2.exercisedb.io/image/s0nwZgXo6sCnue,biceps,{forearms},"{""Attach a cable handle to the lowest setting on a cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Hold the cable handle with an underhand grip, palms facing up, and arms fully extended."",""Lower your body into a squat position, keeping your back straight and knees behind your toes."",""As you squat down, curl the cable handle towards your shoulders, keeping your elbows close to your sides."",""Pause for a moment at the top of the curl, squeezing your biceps."",""Slowly lower the cable handle back to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1644
cable standing back wrist curl,lower arms,cable,https://v2.exercisedb.io/image/YFN1H7qa--Zd-B,forearms,"{biceps,brachialis}","{""Stand facing a cable machine with your feet shoulder-width apart."",""Hold the cable handle with an overhand grip, palms facing down."",""Keep your arms straight and your elbows close to your sides."",""Slowly curl your wrists upward, bringing the cable handle towards your body."",""Pause for a moment at the top, then slowly lower the cable handle back to the starting position."",""Repeat for the desired number of repetitions.""}",224
cable standing calf raise,lower legs,cable,https://v2.exercisedb.io/image/afoDvbDmixsDZl,calves,"{hamstrings,glutes}","{""Stand facing a cable machine with your feet shoulder-width apart."",""Hold onto the cable machine handles or attach a cable ankle strap to your ankles."",""Raise your heels off the ground by extending your ankles as high as possible."",""Pause for a moment at the top, then slowly lower your heels back down to the starting position."",""Repeat for the desired number of repetitions.""}",1375
cable standing cross-over high reverse fly,shoulders,cable,https://v2.exercisedb.io/image/EEx-JKPizWtyoc,delts,"{trapezius,rhomboids,""rear deltoids""}","{""Attach a D-handle to each side of a cable machine at shoulder height."",""Stand in the middle of the cable machine with your feet shoulder-width apart."",""Grasp the handles with an overhand grip and extend your arms out to the sides, palms facing forward."",""Keep a slight bend in your elbows and maintain a straight back throughout the exercise."",""Engage your shoulder muscles and squeeze your shoulder blades together as you pull the handles towards the front of your body."",""Pause for a moment at the peak of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",225
cable standing crunch,waist,cable,https://v2.exercisedb.io/image/ouRYf2B5Eywk67,abs,{obliques},"{""Attach a cable handle to a high pulley and stand facing away from the machine."",""Hold the handle with both hands and place it behind your head, keeping your elbows bent."",""Stand with your feet shoulder-width apart and your knees slightly bent."",""Keeping your abs engaged, exhale and crunch your torso down towards your knees, bringing your elbows towards your thighs."",""Pause for a moment at the bottom of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",226
cable standing crunch (with rope attachment),waist,cable,https://v2.exercisedb.io/image/1iKWNMlYU5Cf0x,abs,{obliques},"{""Attach a rope to a cable machine at chest height."",""Stand facing away from the machine with your feet shoulder-width apart."",""Hold the rope with both hands and bring it behind your head, keeping your elbows bent."",""Engage your abs and slowly crunch your torso forward, bringing your elbows towards your knees."",""Pause for a moment at the top of the crunch, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",874
cable standing fly,chest,cable,https://v2.exercisedb.io/image/m0f9D9tGKw6VuH,pectorals,"{deltoids,triceps}","{""Attach the handles to the cables at chest height."",""Stand with your feet shoulder-width apart, facing away from the cable machine."",""Grasp the handles with an overhand grip, palms facing forward."",""Step forward slightly to create tension in the cables."",""Keep your core engaged and your back straight throughout the exercise."",""With a slight bend in your elbows, slowly bring your arms forward and together in front of your chest."",""Squeeze your chest muscles at the peak of the movement."",""Slowly reverse the movement, returning your arms to the starting position."",""Repeat for the desired number of repetitions.""}",227
cable standing hip extension,upper legs,cable,https://v2.exercisedb.io/image/iQkEaBqaEHuBib,glutes,"{hamstrings,quadriceps}","{""Attach a cable to a low pulley and stand facing away from the machine."",""Place the cable around your ankle and stand with your feet shoulder-width apart."",""Keep your core engaged and your back straight throughout the exercise."",""Slowly extend your leg straight back, squeezing your glutes at the top of the movement."",""Pause for a moment, then return to the starting position."",""Repeat for the desired number of repetitions."",""Switch sides and repeat with the other leg.""}",228
cable standing inner curl,upper arms,cable,https://v2.exercisedb.io/image/8aeWC8pdnkdMvP,biceps,{forearms},"{""Stand facing a cable machine with your feet shoulder-width apart."",""Grasp the cable handle with an underhand grip, palms facing up."",""Keep your elbows close to your sides and your upper arms stationary."",""Exhale and curl the cable handle towards your shoulders, contracting your biceps."",""Pause for a moment at the top of the movement, squeezing your biceps."",""Inhale and slowly lower the cable handle back to the starting position."",""Repeat for the desired number of repetitions.""}",229
cable standing lift,waist,cable,https://v2.exercisedb.io/image/tr5bev20dvBMYi,abs,"{obliques,""lower back""}","{""Stand facing the cable machine with your feet shoulder-width apart."",""Hold the cable handle with both hands and position it at waist height."",""Engage your core and maintain a straight back throughout the exercise."",""Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso."",""Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",230
cable standing one arm triceps extension,upper arms,cable,https://v2.exercisedb.io/image/yXGQ3bLwpErHhe,triceps,{shoulders},"{""Stand with your feet shoulder-width apart, facing the cable machine."",""Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground."",""Keep your elbow stationary and close to your body."",""Slowly bend your elbow, lowering the cable handle towards the back of your head."",""Pause for a moment at the bottom of the movement, then extend your arm back to the starting position."",""Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.""}",231
cable standing one leg calf raise,lower legs,cable,https://v2.exercisedb.io/image/SAfLkt2YjdUYS-,calves,"{ankles,feet}","{""Stand facing a cable machine with your feet shoulder-width apart."",""Hold onto the cable machine for support."",""Lift one leg off the ground and balance on the other leg."",""Slowly raise your heel off the ground, lifting your body up onto your toes."",""Pause for a moment at the top, then slowly lower your heel back down to the starting position."",""Repeat for the desired number of repetitions, then switch legs.""}",1376
cable standing pulldown (with rope),upper arms,cable,https://v2.exercisedb.io/image/RHC7ViYINv7iWr,biceps,"{forearms,shoulders}","{""Attach a rope to the cable machine at the highest setting."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the rope with an overhand grip, palms facing down."",""Keep your back straight and core engaged throughout the exercise."",""Pull the rope down towards your thighs, squeezing your biceps."",""Pause for a moment at the bottom, then slowly release the rope back up."",""Repeat for the desired number of repetitions.""}",232
